	Gene	IndModel.adj.pvals	IndModel.FC	Tissue
46065	LAMP1	1.36e-15	0.395245033	Oli
46066	AMER2	2.59e-15	0.256272504	Oli
46067	SUN2	2.86e-15	0.284529584	Oli
46068	PDE4B	3.78e-15	-0.138318889	Oli
46069	APOD	4.54e-15	0.21759317	Oli
46070	HP1BP3	4.96e-15	0.352417502	Oli
46071	LAMP2	7.42e-15	0.217005056	Oli
46072	ABCA6	7.9e-15	0.828229877	Oli
46073	RHOBTB3	9.19e-15	0.463188066	Oli
46074	CSRP1	1.75e-14	0.286312354	Oli
46075	CCP110	2.46e-14	0.280095257	Oli
46076	PPA1	3.32e-14	0.402213162	Oli
46077	SEPP1	3.68e-14	0.275701705	Oli
46078	DNAH17	4.33e-14	-0.725271279	Oli
46079	DLG2	5.83e-14	-0.099452601	Oli
46080	QKI	6.28e-14	0.115738053	Oli
46081	KIRREL3	2.17e-13	0.202654299	Oli
46082	TMBIM6	3.13e-13	0.347497959	Oli
46083	SEPT8	3.67e-13	0.323893063	Oli
46084	GREB1L	6.13e-13	-0.442481266	Oli
46085	RPS27	7.88e-13	0.571766143	Oli
46086	AMD1	8.67e-13	0.272362615	Oli
46087	NPTX2	8.68e-13	0.797602501	Oli
46088	MBP	9.07e-13	-0.109775464	Oli
46089	HTRA1	9.27e-13	0.318373541	Oli
46090	AKAP6	9.91e-13	-0.201334097	Oli
46091	PDK4	1.11e-12	0.437630206	Oli
46092	SOX10	1.17e-12	0.406396554	Oli
46093	VWA1	1.18e-12	0.408072612	Oli
46094	UGT8	1.22e-12	0.229556574	Oli
46095	AGMO	1.3e-12	0.664386156	Oli
46096	FRMD4B	1.75e-12	-0.16754873	Oli
46097	DBI	1.95e-12	0.49244941	Oli
46098	TPD52L1	2.21e-12	1.444852143	Oli
46099	RNF220	2.76e-12	-0.118628844	Oli
46100	CDKN1C	2.97e-12	0.519994204	Oli
46101	NRGN	3.15e-12	-0.98759197	Oli
46102	PCDH10	3.47e-12	0.486372368	Oli
46103	PPP1R12B	5.09e-12	-0.314030567	Oli
46104	PEX5L	1.12e-11	0.171470915	Oli
46105	MYO10	1.33e-11	0.521870595	Oli
46106	ST6GALNAC3	1.52e-11	0.269600016	Oli
46107	EEF1A1	2.03e-11	0.262997221	Oli
46108	CARNS1	3.33e-11	-0.339662163	Oli
46109	LAMA2	3.41e-11	0.216392084	Oli
46110	PTPN13	3.44e-11	0.332035825	Oli
46111	IRS2	4.39e-11	0.524574031	Oli
46112	TSC22D4	4.6e-11	0.299496387	Oli
46113	NKX6-2	5.88e-11	0.327677237	Oli
46114	RELN	6e-11	0.645070199	Oli
46115	FANCC	6.47e-11	0.527859604	Oli
46116	TP53TG5	6.47e-11	-0.395649443	Oli
46117	LARP6	9.16e-11	0.341481752	Oli
46118	HSPA2	9.59e-11	0.273114795	Oli
46119	DHCR24	1.98e-10	0.506381367	Oli
46120	ERMN	2.3e-10	0.238639464	Oli
46121	RPLP1	2.33e-10	0.332959352	Oli
46122	RPLP2	2.36e-10	0.364857171	Oli
46123	SLC6A15	2.98e-10	0.515319782	Oli
46124	EIF1	3.85e-10	0.241158248	Oli
46125	RASGRF2	3.9e-10	-0.393704812	Oli
46126	ZNF536	3.9e-10	-0.185394401	Oli
46127	MRPS6	3.9e-10	0.953778305	Oli
46128	OTUD7A	4.31e-10	-0.237203981	Oli
46129	DLGAP1	5.15e-10	-0.664113183	Oli
46130	PDE1A	6.13e-10	-0.25629857	Oli
46131	DPYD	8.82e-10	-0.167477813	Oli
46132	CDH4	9.95e-10	-1.110319234	Oli
46133	GPM6A	1.11e-09	-0.707949879	Oli
46134	KTN1	1.21e-09	0.227143401	Oli
46135	FRMD5	1.73e-09	-0.108006269	Oli
46136	ATF4	1.91e-09	0.456890552	Oli
46137	GUCY1A2	2.16e-09	0.866889117	Oli
46138	NAV3	2.31e-09	0.410044716	Oli
46139	SEMA3B	2.54e-09	-0.300615789	Oli
46140	TENM3	2.74e-09	0.617072047	Oli
46141	HSD17B4	2.74e-09	0.27362502	Oli
46142	SEC14L5	3.64e-09	-0.42657621	Oli
46143	RBM48	3.77e-09	0.497383741	Oli
46144	TMEM26	4.4e-09	1.715513685	Oli
46145	FKBP5	4.73e-09	0.275636431	Oli
46146	MAML2	4.94e-09	0.297953254	Oli
46147	NUPR1	5.2e-09	1.242261755	Oli
46148	LURAP1L	5.44e-09	0.671090934	Oli
46149	SPARCL1	5.69e-09	-0.605215239	Oli
46150	KCTD7	6.97e-09	-0.388629979	Oli
46151	ITPR2	6.97e-09	0.404424091	Oli
46152	TESK2	7.37e-09	-0.386128106	Oli
46153	GRIA4	8.13e-09	0.30220244	Oli
46154	SPOCK3	8.17e-09	0.121828578	Oli
46155	DST	8.79e-09	0.146710489	Oli
46156	LGALS3BP	9.54e-09	0.514856157	Oli
46157	ITGA2	1.06e-08	-0.339350574	Oli
46158	ARSI	1.06e-08	-0.66110433	Oli
46159	RPS28	1.09e-08	0.431406941	Oli
46160	RGCC	1.1e-08	0.243509296	Oli
46161	SHTN1	1.19e-08	0.120446742	Oli
46162	CD9	1.28e-08	0.234569169	Oli
46163	FSCN1	1.28e-08	0.320049691	Oli
46164	CGGBP1	1.31e-08	0.335264767	Oli
46165	RTN4	1.33e-08	0.119521841	Oli
46166	GPC5	1.33e-08	0.637450321	Oli
46167	ZNF365	1.54e-08	0.305136197	Oli
46168	LHFPL3	1.57e-08	0.56908829	Oli
46169	BOK	1.92e-08	0.294813485	Oli
46170	ESRRG	1.99e-08	0.344889478	Oli
46171	TNIK	2.05e-08	0.27957263	Oli
46172	SAMD12	2.13e-08	-0.270330524	Oli
46173	NCAM2	2.31e-08	0.097759463	Oli
46174	FIGN	2.4e-08	0.272910265	Oli
46175	POLR2F	2.5e-08	-0.164231427	Oli
46176	NTM	2.68e-08	0.178488512	Oli
46177	AGPAT4	2.8e-08	-0.305414485	Oli
46178	CADM2	3.59e-08	0.10101979	Oli
46179	CSMD3	3.59e-08	0.356575361	Oli
46180	C4orf48	3.82e-08	0.360168362	Oli
46181	P3H2	4.96e-08	0.775249591	Oli
46182	OR2L13	5.08e-08	0.441597844	Oli
46183	CTNNA3	5.58e-08	-0.089822525	Oli
46184	SLC25A29	5.76e-08	-0.525372863	Oli
46185	PTPRM	6.47e-08	0.408906141	Oli
46186	MT2A	7.42e-08	0.409169556	Oli
46187	CAV1	8.04e-08	1.017882786	Oli
46188	RAMP1	1e-07	0.72765575	Oli
46189	ZBTB44	1.22e-07	0.28975916	Oli
46190	FMN1	1.85e-07	-0.800402269	Oli
46191	LIFR	1.85e-07	0.26833705	Oli
46192	ST18	1.98e-07	-0.081726576	Oli
46193	ATG4C	2.05e-07	0.172095714	Oli
46194	TMED10	2.11e-07	0.309545352	Oli
46195	CHN1	2.28e-07	-0.398672034	Oli
46196	TRIM47	2.43e-07	0.84364971	Oli
46197	PHYHIPL	2.54e-07	0.212404941	Oli
46198	SHFM1	3.01e-07	0.317144633	Oli
46199	NRXN1	3.04e-07	-0.428727066	Oli
46200	PXK	3.13e-07	-0.185099333	Oli
46201	FUT9	3.14e-07	0.247761614	Oli
46202	CDKN1B	3.29e-07	0.406287264	Oli
46203	ETV5	3.82e-07	0.722345377	Oli
46204	COL4A5	4.01e-07	0.170367589	Oli
46205	PIM3	4.13e-07	0.512635792	Oli
46206	TRIM28	4.16e-07	0.605302993	Oli
46207	PI16	4.56e-07	-0.581906957	Oli
46208	MDGA2	5.4e-07	0.510988633	Oli
46209	KCNJ10	5.5e-07	0.320093678	Oli
46210	RPS2	5.76e-07	0.344780706	Oli
46211	ARAP2	6.87e-07	0.124702172	Oli
46212	CERS2	6.89e-07	0.348148836	Oli
46213	GPR37	6.89e-07	0.18931376	Oli
46214	RPL18	6.89e-07	0.264137055	Oli
46215	CCK	7.07e-07	-0.596097746	Oli
46216	CPOX	7.1e-07	0.268983573	Oli
46217	H2AFY2	7.5e-07	0.843139586	Oli
46218	SEPT7	7.6e-07	0.107209306	Oli
46219	IRF2BP2	8.22e-07	0.322797005	Oli
46220	MAPK8IP1	8.72e-07	0.38362668	Oli
46221	EDIL3	9.2e-07	0.105774338	Oli
46222	CNTN3	9.6e-07	0.662578751	Oli
46223	DEK	9.87e-07	0.335543849	Oli
46224	SNX19	9.97e-07	-0.477973693	Oli
46225	FRY	1.04e-06	0.380285068	Oli
46226	CNTNAP2	1.07e-06	-0.164435745	Oli
46227	PALM2	1.08e-06	-0.275143415	Oli
46228	GOLGA7	1.23e-06	0.29381069	Oli
46229	PFN1	1.23e-06	0.396881989	Oli
46230	SVIP	1.26e-06	0.335232222	Oli
46231	S100A1	1.31e-06	0.717124518	Oli
46232	ZKSCAN1	1.31e-06	-0.272977585	Oli
46233	ZFPM2	1.33e-06	0.467681972	Oli
46234	ZNF565	1.49e-06	-0.284688947	Oli
46235	CXCR4	1.51e-06	1.250886056	Oli
46236	RRBP1	1.55e-06	0.388231756	Oli
46237	RGS4	1.64e-06	-1.140149758	Oli
46238	CIRBP	1.66e-06	-0.321065152	Oli
46239	SLITRK5	1.75e-06	0.841025783	Oli
46240	OSBPL1A	1.99e-06	-0.209748628	Oli
46241	NOVA1	2.17e-06	0.157618411	Oli
46242	CHORDC1	2.29e-06	0.484251988	Oli
46243	AUP1	2.51e-06	0.465964779	Oli
46244	SH3GL3	2.69e-06	-0.167054843	Oli
46245	SPDYE2	2.7e-06	-0.633029179	Oli
46246	FAM221A	2.99e-06	0.557985173	Oli
46247	RAB3A	3.07e-06	-0.879184234	Oli
46248	CLCA4	3.18e-06	0.468266292	Oli
46249	WBP2	3.34e-06	0.293620896	Oli
46250	LARP7	3.68e-06	0.264983285	Oli
46251	HNRNPA2B1	4.69e-06	0.205221171	Oli
46252	SERF2	4.82e-06	0.22486951	Oli
46253	GLTP	4.91e-06	0.253697173	Oli
46254	HSPA1B	5.44e-06	-0.986942741	Oli
46255	DCBLD2	5.56e-06	0.351620336	Oli
46256	NDRG1	5.8e-06	0.152181921	Oli
46257	PTK2	5.8e-06	-0.145104276	Oli
46258	ANO4	5.8e-06	-0.172832395	Oli
46259	STMN2	5.83e-06	-0.725659049	Oli
46260	ANKRD65	6.06e-06	0.579817252	Oli
46261	EGFR	6.06e-06	1.540929992	Oli
46262	SNX29	6.37e-06	-0.250857127	Oli
46263	PPP1R9A	6.57e-06	0.252896759	Oli
46264	CDC14B	6.59e-06	-0.230410428	Oli
46265	CADM1	6.87e-06	0.154287079	Oli
46266	GPI	7.12e-06	-0.316341226	Oli
46267	RPL35	7.38e-06	0.302017662	Oli
46268	IFNGR1	8.4e-06	0.593991729	Oli
46269	BCOR	8.4e-06	0.265227567	Oli
46270	CD81	8.4e-06	0.242146674	Oli
46271	AZGP1	8.76e-06	0.392786855	Oli
46272	PHLDA3	8.89e-06	0.401117881	Oli
46273	GALNT7	9.13e-06	0.459811121	Oli
46274	ARMC9	9.18e-06	0.348384599	Oli
46275	NRG3	9.21e-06	-0.583319136	Oli
46276	ANKRD18A	9.22e-06	-0.340435419	Oli
46277	FNBP1	9.26e-06	-0.180221752	Oli
46278	FRYL	9.46e-06	0.116676458	Oli
46279	XPO5	9.52e-06	0.365556398	Oli
46280	ZDHHC11B	9.65e-06	0.352778437	Oli
46281	N4BP2L2	1e-05	0.135254524	Oli
46282	RPL38	1.02e-05	0.255935774	Oli
46283	RPL37A	1.08e-05	0.293786846	Oli
46284	VEZF1	1.08e-05	0.34557206	Oli
46285	SST	1.09e-05	-2.020005919	Oli
46286	SEPW1	1.13e-05	0.139635844	Oli
46287	PLD5	1.21e-05	0.220697504	Oli
46288	ACER3	1.23e-05	0.173170487	Oli
46289	MIEN1	1.26e-05	0.440497416	Oli
46290	ZDHHC11	1.28e-05	0.547771118	Oli
46291	RAD21	1.28e-05	0.31533734	Oli
46292	ENOSF1	1.28e-05	-0.227931625	Oli
46293	RHOBTB1	1.31e-05	0.34775469	Oli
46294	ACTN4	1.34e-05	0.199062039	Oli
46295	OPCML	1.36e-05	-0.421448286	Oli
46296	EEPD1	1.36e-05	-0.391013729	Oli
46297	COPA	1.38e-05	0.221395335	Oli
46298	SLAIN1	1.44e-05	0.084316046	Oli
46299	RPS7	1.45e-05	0.229144725	Oli
46300	SHISA6	1.49e-05	0.849360896	Oli
46301	GAB1	1.63e-05	0.134871564	Oli
46302	CFTR	1.72e-05	-0.415214831	Oli
46303	PICK1	1.72e-05	0.363313319	Oli
46304	PHF3	1.73e-05	0.272118634	Oli
46305	GLDN	1.75e-05	-0.187625185	Oli
46306	NRIP2	1.83e-05	0.845342292	Oli
46307	JUND	1.85e-05	0.244994312	Oli
46308	KANK1	1.87e-05	0.12459879	Oli
46309	CEP97	1.91e-05	0.265220848	Oli
46310	CD63	1.91e-05	0.357860602	Oli
46311	ACTB	1.92e-05	0.143202388	Oli
46312	FKBP4	2.01e-05	0.442121013	Oli
46313	GNB2L1	2.01e-05	0.260193781	Oli
46314	SAMD4B	2.2e-05	-0.341663423	Oli
46315	GRM7	2.26e-05	-0.464614155	Oli
46316	NFKBIA	2.36e-05	0.282253674	Oli
46317	TCF12	2.39e-05	0.088284379	Oli
46318	PTGES3	2.49e-05	0.200317264	Oli
46319	PRKD1	2.49e-05	0.261297449	Oli
46320	MYO15B	2.62e-05	-0.426646264	Oli
46321	PTCH1	2.64e-05	0.435463007	Oli
46322	PLEKHA1	2.77e-05	0.222579401	Oli
46323	CTNNA1	2.84e-05	0.211958051	Oli
46324	SNCG	3.04e-05	-1.012607593	Oli
46325	HECW2	3.15e-05	-0.212193247	Oli
46326	OMG	3.23e-05	0.196015959	Oli
46327	GULP1	3.7e-05	0.836569648	Oli
46328	SLC13A3	3.95e-05	-0.325511078	Oli
46329	JTB	4.03e-05	0.297967213	Oli
46330	KCTD4	4.03e-05	0.537213176	Oli
46331	MEF2C	4.1e-05	-0.547945802	Oli
46332	TPPP	4.3e-05	0.19607108	Oli
46333	TRIM8	4.3e-05	0.426589913	Oli
46334	SCD	4.49e-05	0.157424423	Oli
46335	AK8	4.64e-05	0.516082995	Oli
46336	FOXP1	4.74e-05	0.156056722	Oli
46337	PRKCE	4.88e-05	0.246076462	Oli
46338	PLA2G4C	4.88e-05	-0.365585841	Oli
46339	MRGPRX4	5.08e-05	1.020467585	Oli
46340	RPL23A	5.08e-05	0.195452233	Oli
46341	IKZF2	5.19e-05	0.22054441	Oli
46342	TMEM258	5.2e-05	0.283688984	Oli
46343	SOX8	5.5e-05	0.182436355	Oli
46344	EML1	5.71e-05	-0.527441071	Oli
46345	CCNI	5.83e-05	0.194861606	Oli
46346	EMC2	6.06e-05	0.246094037	Oli
46347	MAP1LC3B	6.25e-05	0.37001566	Oli
46348	SLC35B2	6.29e-05	0.518906886	Oli
46349	TMEM178B	6.35e-05	-0.723663496	Oli
46350	CAMK2D	6.52e-05	0.283828773	Oli
46351	VPS13C	6.82e-05	0.19037379	Oli
46352	PLCXD1	6.83e-05	-0.549218529	Oli
46353	DTNB	6.86e-05	-0.220801422	Oli
46354	GTF2I	7.21e-05	0.138859163	Oli
46355	SLC6A9	7.47e-05	0.389216036	Oli
46356	CAMK2N1	7.48e-05	0.140424588	Oli
46357	MRFAP1	7.48e-05	0.274598289	Oli
46358	CNP	7.61e-05	0.130917403	Oli
46359	EVA1C	7.61e-05	-0.309952602	Oli
46360	SH3TC2	7.7e-05	-0.252509106	Oli
46361	NKAIN1	7.93e-05	-0.410764828	Oli
46362	ACTN2	8.05e-05	-0.526223618	Oli
46363	RPS15	8.15e-05	0.154163993	Oli
46364	COMMD6	8.36e-05	0.336354051	Oli
46365	SRSF7	8.38e-05	0.250961576	Oli
46366	LGR4	8.56e-05	0.379264362	Oli
46367	SH3GL2	8.84e-05	-1.004617196	Oli
46368	PCBP1	8.86e-05	0.298591294	Oli
46369	SEC62	8.86e-05	0.181830904	Oli
46370	CWC15	9.22e-05	0.409924822	Oli
46371	CLIP4	9.23e-05	0.200406367	Oli
46372	ANAPC5	9.32e-05	-0.248626236	Oli
46373	FBXO2	9.61e-05	0.572642312	Oli
46374	SOWAHA	9.63e-05	0.948484007	Oli
46375	RPL11	9.89e-05	0.198829406	Oli
46376	PTPRD	9.99e-05	-0.072466414	Oli
46377	XPO1	0.000100543	0.209517947	Oli
46378	TTC3	0.000104051	0.207689006	Oli
46379	PHGDH	0.000104607	0.279388857	Oli
46380	PLEKHH2	0.000104607	0.345381494	Oli
46381	PHF20L1	0.000104607	0.280811707	Oli
46382	RPL28	0.000107415	0.192962765	Oli
46383	ASPA	0.000108851	-0.253646715	Oli
46384	TSPAN19	0.000109929	0.957656002	Oli
46385	RPL5	0.000114454	0.283641731	Oli
46386	ATAD3C	0.000114633	0.681280312	Oli
46387	STARD7	0.000120632	0.311255046	Oli
46388	CD163L1	0.000121147	0.385797477	Oli
46389	GPS2	0.000124967	0.706718157	Oli
46390	PAQR8	0.000128574	0.167751916	Oli
46391	GNAI1	0.000130067	0.129999397	Oli
46392	VSNL1	0.000131534	-0.546902467	Oli
46393	USP47	0.000133733	0.156176069	Oli
46394	BEX5	0.00013616	-1.038569837	Oli
46395	GNG7	0.000136576	-0.186436001	Oli
46396	TAGLN3	0.000151977	-0.88196061	Oli
46397	GARNL3	0.000153214	-0.281925347	Oli
46398	SLC22A17	0.00015566	0.227304013	Oli
46399	E2F1	0.00015566	1.410569301	Oli
46400	PPP2R2C	0.000168984	-0.438397291	Oli
46401	SPR	0.000169946	1.563474758	Oli
46402	MAST4	0.000178818	-0.556741975	Oli
46403	COX5B	0.000181624	0.154037173	Oli
46404	PNRC1	0.000187867	0.344639685	Oli
46405	GRIK4	0.000195652	-0.323231446	Oli
46406	PLD1	0.000199579	-0.16630115	Oli
46407	PSAP	0.000207535	0.170274069	Oli
46408	APBB2	0.000211687	-0.135392523	Oli
46409	SSFA2	0.000215737	0.372733919	Oli
46410	TSPAN5	0.000215737	-0.174483365	Oli
46411	APCDD1	0.000215852	0.391328763	Oli
46412	GSTP1	0.000216026	0.273360047	Oli
46413	FHIT	0.000220012	-0.127003589	Oli
46414	KCNAB1	0.000233253	0.151398112	Oli
46415	CKB	0.000234051	-0.287364635	Oli
46416	GAP43	0.000251077	-0.745285199	Oli
46417	SRCIN1	0.000251077	-0.198014524	Oli
46418	FMO5	0.000261479	0.602948268	Oli
46419	ATG12	0.000261479	0.262117038	Oli
46420	APLP1	0.000261479	0.105947291	Oli
46421	CREBRF	0.000263099	0.331846645	Oli
46422	SALL1	0.000267956	0.425579461	Oli
46423	UBALD2	0.000268293	0.593131907	Oli
46424	EXOC6B	0.000270691	-0.133175251	Oli
46425	DUSP7	0.000271731	0.494003268	Oli
46426	SLC48A1	0.000279634	0.195895005	Oli
46427	TNKS	0.000280246	0.135103291	Oli
46428	NAALADL2	0.000284642	-0.147546665	Oli
46429	GALNT15	0.000289656	-0.43172006	Oli
46430	PDS5B	0.000289656	0.18432306	Oli
46431	DYNC1LI2	0.000324561	0.198306586	Oli
46432	ANKRD12	0.000331394	0.136393805	Oli
46433	LIMCH1	0.000332678	-0.109868373	Oli
46434	CES4A	0.000338987	-0.396486709	Oli
46435	ARHGAP12	0.000346477	0.370627932	Oli
46436	KANSL1L	0.000349208	0.204184448	Oli
46437	RCAN2	0.000350076	-0.2328881	Oli
46438	LANCL1	0.000351979	0.134061132	Oli
46439	VEGFB	0.000351979	0.721483842	Oli
46440	REEP3	0.000351979	0.233263964	Oli
46441	TULP4	0.000359873	0.093438551	Oli
46442	RPL7A	0.000363174	0.270926797	Oli
46443	ANKRD49	0.000363174	0.45532573	Oli
46444	OST4	0.000364648	0.50968283	Oli
46445	FAU	0.000364648	0.197601869	Oli
46446	C10orf54	0.000364648	0.684985305	Oli
46447	FGFR1OP2	0.000370416	0.274786357	Oli
46448	DLC1	0.000377882	-0.12250746	Oli
46449	SLC7A14	0.000384473	-0.358496376	Oli
46450	BNIP3L	0.000384827	0.157490585	Oli
46451	DNAJC6	0.00038625	-0.154317213	Oli
46452	LDLRAD4	0.000386696	-0.250123776	Oli
46453	TPRN	0.000389739	0.276769511	Oli
46454	PPP1CC	0.000389739	0.294875217	Oli
46455	GAS7	0.000389739	-0.287524242	Oli
46456	H3F3B	0.000390405	0.086256793	Oli
46457	CHDH	0.000412842	0.512520793	Oli
46458	CTDSP2	0.000412842	0.279114634	Oli
46459	RPS5	0.000418909	0.252680581	Oli
46460	MLLT11	0.000422733	-0.93655614	Oli
46461	CWF19L2	0.000441241	0.180514375	Oli
46462	GTF2H2C	0.000442626	0.306978389	Oli
46463	TMEM55A	0.000447312	0.304064166	Oli
46464	PLCB1	0.000452234	-0.465786522	Oli
46465	CCDC102B	0.00045273	-0.441596427	Oli
46466	IFI27L2	0.000463366	0.358589906	Oli
46467	ADAMTS1	0.000466561	0.356347822	Oli
46468	EEF2	0.000484074	0.239138711	Oli
46469	MPHOSPH10	0.000488167	0.348278129	Oli
46470	GALNT13	0.000488167	0.189910458	Oli
46471	KCNMA1	0.000496347	-0.716713955	Oli
46472	PIK3C2B	0.000500567	-0.256520692	Oli
46473	AGAP1	0.00051075	-0.088656672	Oli
46474	ARPC5	0.000511062	0.302833116	Oli
46475	SRGAP3	0.000511062	-0.302996838	Oli
46476	PPP1R12C	0.000511062	0.438124503	Oli
46477	MYL6	0.000521804	0.206903285	Oli
46478	ST3GAL6	0.000522191	0.172289193	Oli
46479	AASDHPPT	0.000523608	0.276425607	Oli
46480	REST	0.000524305	0.361509728	Oli
46481	ATP5E	0.000524897	0.245695778	Oli
46482	LARP1	0.000528975	0.230758125	Oli
46483	NACC2	0.000537975	0.294396359	Oli
46484	GLUL	0.000553566	0.178847467	Oli
46485	ATG14	0.000563043	-0.422980603	Oli
46486	TMEM235	0.000567137	-0.344023207	Oli
46487	PPP1R14A	0.000567496	0.163701487	Oli
46488	SFRP1	0.000582293	0.324478165	Oli
46489	PRNP	0.000589328	0.152030094	Oli
46490	SPEN	0.000597146	0.252550426	Oli
46491	HES4	0.000601945	-2.826291584	Oli
46492	UNC5D	0.000603643	-0.72753137	Oli
46493	ZNF708	0.000617839	-0.217331707	Oli
46494	ANK3	0.000619789	-0.074278449	Oli
46495	FEZ1	0.000627261	0.12638297	Oli
46496	CSMD1	0.000627495	-0.355215139	Oli
46497	PCMTD2	0.000627495	0.291303984	Oli
46498	MPHOSPH8	0.000644817	0.117471127	Oli
46499	KLHL24	0.000645635	0.162262303	Oli
46500	PREX2	0.000645852	0.277490692	Oli
46501	ZNF397	0.000645852	0.135289679	Oli
46502	GNG3	0.000648362	-0.887584402	Oli
46503	DMD	0.0006629	-0.118578935	Oli
46504	TMEM123	0.000695464	0.242363861	Oli
46505	OGT	0.000714756	0.241236979	Oli
46506	NPAS4	0.00072012	-5.180957309	Oli
46507	PTTG1IP	0.000724559	0.29873036	Oli
46508	RPL31	0.000735434	0.188398013	Oli
46509	TCF4	0.000749889	0.129567638	Oli
46510	GPR137B	0.000760026	-0.685327993	Oli
46511	RPS27L	0.000761008	0.322686128	Oli
46512	RBM8A	0.000764628	0.311383641	Oli
46513	TLL2	0.000767498	0.502574917	Oli
46514	NENF	0.000769828	0.19447042	Oli
46515	KIF19	0.000769828	0.256863419	Oli
46516	FEM1B	0.000790629	0.486990303	Oli
46517	DAPK2	0.000791098	-0.254885885	Oli
46518	HLA-B	0.000792674	0.806538514	Oli
46519	RPL21	0.000798378	0.246994041	Oli
46520	SSB	0.00079948	0.272943362	Oli
46521	PHLPP1	0.000810021	0.066644439	Oli
46522	MEGF9	0.000822548	0.143379373	Oli
46523	COL9A2	0.000830977	-0.288298709	Oli
46524	GLCE	0.000840069	0.303423371	Oli
46525	BMI1	0.000850971	0.490121428	Oli
46526	ASCC2	0.000850971	-0.505517279	Oli
46527	ZNF24	0.000864608	0.289778857	Oli
46528	FBXO44	0.000886718	0.381614609	Oli
46529	EHBP1	0.000886718	0.237128292	Oli
46530	OGFRL1	0.000886718	0.662566185	Oli
46531	RPS17	0.000908575	0.28161513	Oli
46532	FAM200B	0.00093002	0.265146771	Oli
46533	C16orf13	0.000945183	0.316696563	Oli
46534	SRSF3	0.000949865	0.266265438	Oli
46535	FTCD	0.000949865	-0.710427974	Oli
46536	CALCOCO1	0.000957763	0.279089858	Oli
46537	CDK19	0.000957806	0.124489314	Oli
46538	DTNA	0.000964046	-0.313249502	Oli
46539	AUTS2	0.000985139	-0.113045547	Oli
46540	TMED2	0.000991584	0.379076517	Oli
46541	CNNM2	0.000998663	-0.245506539	Oli
46542	ELF1	0.001007438	0.24299882	Oli
46543	NBEA	0.001062317	0.173443214	Oli
46544	INPP5A	0.001090985	0.358547789	Oli
46545	SLC25A48	0.001133067	0.368038304	Oli
46546	TBRG1	0.001142752	0.25788014	Oli
46547	SSNA1	0.001159701	0.263733494	Oli
46548	PCP4	0.001159701	-0.887730079	Oli
46549	TJP2	0.001162574	0.210535346	Oli
46550	KCTD9	0.001175079	0.754504921	Oli
46551	CLASP2	0.001187167	-0.068211524	Oli
46552	CXXC4	0.00121382	0.417727304	Oli
46553	CACNA2D1	0.00121382	-0.171342112	Oli
46554	DUSP1	0.001233947	0.619179	Oli
46555	ANKRD40	0.001242568	0.300977057	Oli
46556	KCNMB4	0.00127111	0.117771396	Oli
46557	DDX17	0.00127911	0.079621974	Oli
46558	PPP1R1B	0.001281859	-1.919522682	Oli
46559	PEA15	0.001294701	0.274909426	Oli
46560	CNTNAP4	0.001308375	0.184878555	Oli
46561	KANK4	0.001309941	-0.99361284	Oli
46562	NELL2	0.001326506	-0.706558489	Oli
46563	KEAP1	0.001331173	0.3837773	Oli
46564	RP11-156P1.2	0.00134537	-0.588025014	Oli
46565	TUBB4A	0.00134537	0.218398695	Oli
46566	RPS25	0.001363294	0.154466002	Oli
46567	CLDN12	0.001363778	0.541623622	Oli
46568	ST3GAL4	0.001366207	-0.38348132	Oli
46569	NACA2	0.001366207	0.471361521	Oli
46570	KLF15	0.001371027	0.523049046	Oli
46571	RPUSD1	0.001371027	0.930359011	Oli
46572	MTRNR2L8	0.001372231	0.976921641	Oli
46573	CROCC	0.001385232	0.270942298	Oli
46574	TM9SF3	0.001388872	0.159311787	Oli
46575	GABRB2	0.001447089	-0.562399793	Oli
46576	NECAB1	0.001447089	-0.202221189	Oli
46577	RPS24	0.001469806	0.294647784	Oli
46578	SNAI3	0.00148567	-0.529223481	Oli
46579	GRIA2	0.001505062	-0.184915752	Oli
46580	TDRD6	0.001506205	0.819914022	Oli
46581	GLTSCR2	0.001506205	0.655512561	Oli
46582	TTC1	0.001516885	0.216815444	Oli
46583	POLR2J	0.00152354	0.4189677	Oli
46584	REPS2	0.001536914	-0.259636423	Oli
46585	COMT	0.001580666	0.247777356	Oli
46586	TNFRSF21	0.00163038	-0.892122999	Oli
46587	EYS	0.001635277	0.505826007	Oli
46588	HOOK2	0.001640408	0.239393892	Oli
46589	PURA	0.001665151	0.28469681	Oli
46590	STIP1	0.001670056	0.309929748	Oli
46591	PLPP2	0.001673063	0.198281531	Oli
46592	FAAP20	0.001686075	0.52829472	Oli
46593	ZMYND11	0.001697205	0.256959105	Oli
46594	LRCH4	0.00170066	0.578092629	Oli
46595	ENOX2	0.00170066	0.180739948	Oli
46596	ARHGAP6	0.001715234	0.453181795	Oli
46597	MPPED1	0.001715821	-0.841850679	Oli
46598	C21orf33	0.001718176	1.158719484	Oli
46599	ITGB8	0.001719285	0.180004482	Oli
46600	SON	0.001729684	0.076183985	Oli
46601	SAP30BP	0.001767093	0.241948496	Oli
46602	NKPD1	0.001790879	-2.741783059	Oli
46603	EID1	0.001794764	0.128137796	Oli
46604	BIRC3	0.001820073	0.627269592	Oli
46605	POLR2I	0.001831497	0.369303543	Oli
46606	KIAA1109	0.001833115	0.160112094	Oli
